lat,long,time,pm
22.54,88.35,3/29/2023 13:00,43.96835415
22.56,88.35,3/29/2023 13:00,41.6145598
22.56,88.39,3/29/2023 13:00,45.02489035
22.57,88.36,3/29/2023 13:00,44.13131675
22.57,88.37,3/29/2023 13:00,44.54407561
22.59,88.36,3/29/2023 13:00,41.92338404
22.6,88.41,3/29/2023 13:00,43.20231875
22.46,88.37,3/29/2023 14:00,40.83082404
22.5,88.35,3/29/2023 14:00,42.54350529
22.52,88.34,3/29/2023 14:00,41.63655476
22.54,88.34,3/29/2023 14:00,43.31439273
22.54,88.35,3/29/2023 14:00,40.95041016
22.56,88.35,3/29/2023 14:00,40.7700009
22.56,88.39,3/29/2023 14:00,41.61367171
22.57,88.36,3/29/2023 14:00,42.46392039
22.57,88.37,3/29/2023 14:00,43.32428139
22.59,88.36,3/29/2023 14:00,41.67016239
22.6,88.41,3/29/2023 14:00,42.18188521
22.46,88.37,3/29/2023 15:00,38.68359569
22.5,88.35,3/29/2023 15:00,41.1574686
22.52,88.34,3/29/2023 15:00,40.66414537
22.54,88.34,3/29/2023 15:00,40.18706046
22.54,88.35,3/29/2023 15:00,40.94021137
22.56,88.35,3/29/2023 15:00,39.45537071
22.56,88.39,3/29/2023 15:00,42.10404162
22.57,88.36,3/29/2023 15:00,39.38568415
22.57,88.37,3/29/2023 15:00,45.19379099
22.59,88.36,3/29/2023 15:00,40.66449477
22.6,88.41,3/29/2023 15:00,38.93330309
22.46,88.37,3/29/2023 16:00,38.41958272
22.5,88.35,3/29/2023 16:00,41.16952162
22.52,88.34,3/29/2023 16:00,40.53151952
22.54,88.34,3/29/2023 16:00,39.51570388
22.54,88.35,3/29/2023 16:00,40.52347877
22.56,88.35,3/29/2023 16:00,39.05168997
22.56,88.39,3/29/2023 16:00,41.4249606
22.57,88.36,3/29/2023 16:00,39.02220719
22.57,88.37,3/29/2023 16:00,40.55263128
22.59,88.36,3/29/2023 16:00,39.53469889
22.6,88.41,3/29/2023 16:00,38.98057046
